contract_id	branch_id	route_scope	role	returns_borrow_bearing_owner	requires_result_provenance	condition	conditional_capability_ids	disposition	reopening_trigger
HMAP-ITER-01	OWNING_INTO_VALUES_OMITTED_KEY_DROP	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	IntoValues destroys every omitted K containing live borrow leaves exactly once. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-ITER-01	OWNING_INTO_VALUES_RESULT	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	IntoValues yields V containing live borrow leaves. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-ITER-01	STORED_HASH_BUILDER_BORROW_STATE	REGION_FREE_BORROW_FREE	RETAINED_STATE	no	no	Only borrowed hash iterators preserve source-owned BuildHasher S containing live borrow leaves; S is not invoked, moved, or destroyed and is never stored in the returned cursor. The owning-iterator branch destroys S before returning its cursor state. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-DRAIN-01	CLEAR_BORROW_BEARING_ENTRIES	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	HashMap::clear destroys retained key or value roles containing borrow leaves; the base matrix branch is region-free and borrow-free. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-DRAIN-01	DRAIN_BORROW_BEARING_RESULT	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	HashMap::drain returns owning traversal state that yields key or value roles containing borrow leaves; the base matrix branch is region-free and borrow-free. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-DRAIN-01	STORED_HASH_BUILDER_BORROW_STATE	REGION_FREE_BORROW_FREE	RETAINED_STATE	no	no	Drain and clear preserve source-owned BuildHasher S containing live borrow leaves without invoking, moving, or destroying it; no returned drain cursor retains S or derives payload, allocation, or repair authority from S. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HSET-META-01	EVENTUAL_BORROW_BEARING_PAYLOAD_DROP	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	Destroying a nonempty HashSet destroys retained payload values containing borrow leaves; scalar metadata members are not widened. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HSET-META-01	EXISTING_HASH_BUILDER_BORROW_STATE	REGION_FREE_BORROW_FREE	RETAINED_STATE	no	no	len, is_empty, capacity, or hasher operates on an existing set whose stored BuildHasher state contains live borrow leaves and remains valid across the call. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HSET-META-01	HASH_BUILDER_BORROW_BEARING_RESULT	REGION_FREE_BORROW_FREE	RETAINED_STATE	yes	yes	with_hasher or with_capacity_and_hasher returns a set retaining BuildHasher state that contains borrow leaves; scalar metadata and hasher-view members are not widened. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HSET-RESERVE-01	BORROW_BEARING_STORED_TRANSITION	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	The generic retained payload contains one or more shared or unique borrow leaves; the base matrix route applies only when that payload is region-free and borrow-free. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HSET-RESERVE-01	GENERATED_HASHER_BORROW_STATE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	yes	Each BuildHasher::build_hasher call returns exactly one call-local H owner whose initial borrow leaves and the post-call leaves retained by the same valid S owner jointly follow the declared BuildHasher result and behavior-effect relations. Every surviving S leaf keeps its exact root; each newly installed S leaf and each initial H leaf follows those relations. A unique leaf moved from S into H ends in S before becoming live in H and is never simultaneously live in both. No H leaf derives from the call-scoped &S receiver, the address or storage of an S field, or the call frame, although an existing leaf value stored in S may transfer with its independent external root. The same H owner remains valid across the required Hash::hash and Hasher calls; those calls may evolve H's internal leaves only under the declared Hasher behavior-effect relation, with surviving roots preserved and ended unique leaves not duplicated. H is accessed only by call-scoped reborrows and is destroyed exactly once before the operation or lazy cursor step completes. H or S provenance never becomes payload or public result-borrow provenance. Hash output may influence the logical probe, destination, or Boolean result, but alone mints no occupancy, liveness, uniqueness, or check-elision fact; occupancy metadata gates payload access and Eq gates equivalence. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HSET-RESERVE-01	STORED_HASH_BUILDER_BORROW_STATE	REGION_FREE_BORROW_FREE	RETAINED_STATE	no	no	The same stored BuildHasher S owner remains valid, but each build_hasher call may end, replace, or move S's internal borrow leaves only under the declared BuildHasher behavior-effect relation. Every surviving S leaf keeps its exact root; every newly installed S leaf follows that relation. A unique leaf transferred from S into generated H ends in S before it becomes live in H and is never simultaneously live in both owners. The operation invokes stored BuildHasher state containing live borrow leaves; the S owner remains valid through the operation and its exact eventual destruction, and neither old nor new S leaf state grants payload or result provenance. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
