cluster_ordinal	cluster_id	family	semantic_class	importability	refinement_policy	evidence_universe_policy	allowed_evidence_dispositions	prohibited_direct_uses	census_row_sha256	derivation_row_sha256	policy_version
193	REFCELL-REPLACE-01	dynamic_borrow_mutation	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	59d4f9a929f6f5ecfbc601f5541db01986b7a5dc5a1019d1051b199c67c5c88b	2da3b46dbdac908f8bb31fa3e72e8cd4da990324b04ddc7c0762adb7f551eb5e	xlang-g0-coverage-cluster-policy-v1
194	HELPER-REMAINDER-01	iterator_remainder_view	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	eb2ee26f3aba692f9c7aac61050d9a66154fabb82472d81236baa8ba70cea9dd	eb765dd63d85948ff0bfeb11d9120393ae39187ee2f379038a030e9bbb643d62	xlang-g0-coverage-cluster-policy-v1
195	HELPER-CURSOR-VIEW-01	iterator_remainder_view	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	e6e93a2074e4df1b71eaa94c21f3ef9254cfe6287d45b694402f28957b2b1837	772c0010e060f854a56ef50bb6412efbf4d68e9b39a3371e1ce417f81f7eb08e	xlang-g0-coverage-cluster-policy-v1
196	HELPER-ARRAY-INTOITER-01	redundant_iterator_constructor	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	8b216959f60596e702ac05a52f07e9bd85ffcc2377a94ad2b6bb081e4a527d5b	e995e9212f7814f5e795baef7440c9871ac825f433c923712664a47c8ef73a1f	xlang-g0-coverage-cluster-policy-v1
197	TRAIT-INTOITER-01	iteration_protocol	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	0b8b3f5a652764b5e9aab163b59deeb510dcdf965ea82c3bc3064ed0bbddb009	f4d64a307aa26ccf0b689ba3a498422ecae58796598b7cefd12ff76a4cc1ee4e	xlang-g0-coverage-cluster-policy-v1
198	TRAIT-ITER-01	iteration_protocol	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	57dae9d56ab85cfe464719b927933645f731e20a7657646b531c55b6d8c54964	f2fa0d1bbaefc6889afd30267f8b16e457fbad5b2e2b773076c0151d3a509a80	xlang-g0-coverage-cluster-policy-v1
199	TRAIT-DOUBLE-01	iteration_protocol	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	5d1790b5526e53e549144e66a43da75e4f7e4e86681fe4d58994c5e870b619a2	54ffd62292ba3ef04089d6d67a65a867cd09315e0576bbccf80d7b62e2f8ce0d	xlang-g0-coverage-cluster-policy-v1
200	TRAIT-EXACT-01	iteration_protocol	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	e27023562349b865c54279eac41add2057bc92239495b5caf2e87f9ae7f5b659	6038a8bd72b0112deb3d61ad4a9b9e81084414050b052b2294208c6f534b963f	xlang-g0-coverage-cluster-policy-v1
201	TRAIT-EXTEND-01	bulk_construction_protocol	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	d0a6bd57d6aabbf2444867d2174037643c2dfff56d9e5e7d14c28d7b6be68beb	097ff05dc1fc753b2a612d13f4b8535061269a280611bba1454bd1c7f5a004a6	xlang-g0-coverage-cluster-policy-v1
202	TRAIT-COLLECT-01	bulk_construction_protocol	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	e5b1df2a1034a69e5053f79d5c0daa1c29691800d0c9f956fe6d816aa8171cea	0b4e57625ffc29e0c34c2790bfd02f80cc872738d33a8d51a94e3b766e19c703	xlang-g0-coverage-cluster-policy-v1
203	TRAIT-FUSED-01	iteration_protocol	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	796f8401397e9901ff4104b93ec55adc47b352c94faeb542699a812b62cf6c49	7a9687ce265465cc73934d36df9228b2d33d36c3d623ae6415fe463eefe6086e	xlang-g0-coverage-cluster-policy-v1
204	ITER-SOURCE-VALUE-01	iteration_producer	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	47ac195be3383a38c093cbdec4e572b37ba219f3f8fb712a7428604203693e78	46a9563aecb6513c352a5f407eda550b8264f3a301bf9641660220b24974a026	xlang-g0-coverage-cluster-policy-v1
205	ITER-SOURCE-REPEAT-01	iteration_producer	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	86b5094b07d2923530ccf7c28a9053bc61f3416eed38a7592c1d0b12852e5483	079060924a7d6a486fb3cb2c89ef4fd35fca32d8c858c4641391e736e0566661	xlang-g0-coverage-cluster-policy-v1
206	ITER-SOURCE-CALLBACK-01	iteration_producer	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	dbd17ce3801760c80a4bb08bb7166f8b354b147a3fd13c2367f493557df9d2db	d8afc1b5b522b2e67ef973ea49a1be040d1cddd4f3b8dfaef031fb8ce1d3bf56	xlang-g0-coverage-cluster-policy-v1
207	ITER-ADAPT-TRANSFORM-01	iteration_adapter	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	5d56f26b2e64edec8843a588a74fb5b9a2c9279d70408d4b86db7d40785505bd	c0691eadd8b8fbd5aad59555f7a6f5036dce90cf4118b14ed7fce9a4e63f4344	xlang-g0-coverage-cluster-policy-v1
208	ITER-ADAPT-DUPLICATE-01	iteration_adapter	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	5ee9875a486d769b43b6019d4938155365813974adb3597a05a7c738689ec5c7	227431dc5586e370ab7e8a938d57491b8b34b5498f3db47bc3bd0316e0207a51	xlang-g0-coverage-cluster-policy-v1
209	ITER-ADAPT-SELECT-01	iteration_adapter	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	65005d6d4961cbb90d65ed3d5b365b3a8ccdb0216449bfc9540165ad13409b84	f0a91ca4f92562a8c1894844d28deb7754ce89100ddab01c8a9b88dfadfe851f	xlang-g0-coverage-cluster-policy-v1
210	ITER-ADAPT-POSITION-01	iteration_adapter	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	9d7a46c900085169ac02cddd2c2a56a3caaae775b8e33dabc4a9a7003cc17e56	31dc01d24a91e8d5c891d2710446e55cb91cff02a2f150bbef87f31baa162328	xlang-g0-coverage-cluster-policy-v1
211	ITER-ADAPT-CHAIN-01	iteration_adapter	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	160da58a64bacf6682b255b47ea67564dbd6caf8ba036efc3f3678d7c5430ffb	de2134836f1969a5a2c27a3c5b5e5f4873119905aa41e1e65ff600c480053149	xlang-g0-coverage-cluster-policy-v1
212	ITER-ADAPT-ZIP-01	iteration_adapter	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	ff8038a784e9906d5fb95ce3b5f02aa9b0148adc84f202316140f93bf9cc7d49	78b0cb5cb2c8d4c701782d54233dc19fa8b0837aff1db48557470d349e02eac0	xlang-g0-coverage-cluster-policy-v1
213	ITER-ADAPT-NEST-01	iteration_adapter	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	f650cb57530258fed94e6bb25fee97adb8af81b238075ca9bfadaa940ba3245f	2780fb30752c5796a020c306f551c636d46d47ab4f660fbf64d14a50cad2eeca	xlang-g0-coverage-cluster-policy-v1
214	ITER-ADAPT-STATE-01	iteration_adapter	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	a2c697f41dd084658a04461af36396c7a2e054096b3428a938b501fb86fb35cd	d768e17e8c8b8a714db13eeeb5a416c53ed6ca500e5b66de7fc5217f5c74b8e2	xlang-g0-coverage-cluster-policy-v1
215	ITER-ADAPT-PEEK-01	iteration_adapter	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	8bbdf33ec0dd594dd6e1bad06e493a197f5da0106f63c28cd6cd04779533e425	d44b64f1a261f69470fde44f1195914b90d71077eb68bbac14f104a886838138	xlang-g0-coverage-cluster-policy-v1
216	ITER-ADAPT-REBORROW-01	iteration_adapter	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	26f741678692f25fc03c77ba3fe63d76f6c7bcadbea7e6256b1cfb10287dbf7c	e3c8e2d52bbbacf2af95b1fb5d9637315be7a2d504943d811a607556ff38eee6	xlang-g0-coverage-cluster-policy-v1
217	ITER-ADAPT-DIRECTION-01	iteration_adapter	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	27be79c4ee5a448d770cd933e86f4fa94b528cc68538e204694e777fb3f4d72f	fb3bfcc5d838ff8343d3c892b6b7e65ade43c64a780403d9fa78864c046f220d	xlang-g0-coverage-cluster-policy-v1
218	ITER-ADAPT-FUSE-01	iteration_adapter	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	2245f1eacb77f098b71f19a4a78c685812d0f738fe878527f834e10420ba0c91	9d51e7b7c389b4b5cf13726e4ac0512b4652107d31884975d2094fd49e884fb6	xlang-g0-coverage-cluster-policy-v1
219	ITER-ADAPT-CYCLE-01	iteration_adapter	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	7fb3b5195278fc4045d73eaa75905f5f8af92b71e3848935fafb00453ac8e775	fee6462828751892429f17d12586f28a67cc34e4bea115ee06d2f94513d3f481	xlang-g0-coverage-cluster-policy-v1
220	ITER-CONSUME-FOLD-01	iteration_consumer	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	efc0e13e143c02a1339cb447a36cf30935c1f0f5c94fc1f731baba5a86966112	e1bf287296f5f1672fa4cb15e60289c3a16f761ff5da817b5c83a2c756080b62	xlang-g0-coverage-cluster-policy-v1
221	ITER-CONSUME-SHORT-01	iteration_consumer	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	1ae9c971fbbb4cea6ac5953851854e2bf62e39a3e5dacb1a638f32cdf327665e	67e55b5896626298d44929e1dd0752e27f643c842097b99d5848bd53af5c335a	xlang-g0-coverage-cluster-policy-v1
222	ITER-CONSUME-RELATION-01	iteration_consumer	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	811a0ffa5021eb5dc552e54e9a222c8206640492bfef433624865c6820b2239b	08b673c54c1267d4292c1010fa2fe0f8a1ef186740b124edbbb90573d1ae9aea	xlang-g0-coverage-cluster-policy-v1
223	ITER-CONSUME-FANOUT-01	iteration_consumer	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	5412b5e938a9f4421c7fce8e20ee3d512eec707c16c2e0c2f931836871e73966	35bcdb68fc53701452503486cfce432c8ebba168362402dd3684e60c28e182f3	xlang-g0-coverage-cluster-policy-v1
224	RANGE-VALUE-HALFOPEN-01	range_value	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	9c86c99c3abeb19382e355b422df8d6c9182f9a29b4c39bc54740a2df8a36e76	13f9eb2a8038ab575d3840076100885fdba8203eadf8205512bf2ecb8e52e2fc	xlang-g0-coverage-cluster-policy-v1
